name,id,continent,age,contract_until,position,prefer_foot,reputation,stat_overall,stat_potential,stat_skill_moves,value
Jhonnattann,8247,4,28,2020,2,0,1,67,67,3,775000
B. San Juan,8249,4,24,2023,3,0,1,67,73,2,900000
K. Luijckx,8253,2,32,2020,3,0,1,67,67,2,450000
S. Moreo,8255,2,25,2021,1,0,1,67,71,2,1000000
Ibson Melo,8258,4,28,2019,2,1,1,67,67,3,775000
G. Gutiérrez,8261,4,28,2023,3,1,1,67,67,2,600000
D. Nikolaou,8262,2,19,2021,3,1,1,67,77,2,1000000
K. Nagasawa,8263,1,26,2023,2,0,1,67,67,3,800000
I. Yagan,8264,2,28,2020,2,1,1,67,67,3,775000
M. Bokadi,8266,0,26,2021,2,0,1,67,71,2,825000
Ilsinho,8268,4,32,2021,2,0,1,67,67,5,600000
G. Moncini,8269,2,22,2022,1,0,1,67,75,2,1100000
S. Gallucci,8275,4,27,2019,2,0,1,67,69,2,750000
F. Manzano,8276,4,24,2018,2,0,1,67,74,2,925000
V. Rodić,8278,2,24,2021,2,0,1,67,70,3,975000
Hicham,8281,0,20,2019,2,0,1,67,78,3,1300000
M. Čovilo,8282,2,32,2023,3,0,1,67,67,2,450000
Javi Sánchez,8287,2,21,2019,3,0,1,67,79,2,1200000
L. Brattan,8288,3,28,2019,2,0,1,67,67,3,625000
V. Vermeij,8290,2,23,2019,1,0,1,67,71,2,1000000
S. Muroya,8291,1,24,2021,3,0,1,67,71,2,825000
P. Michorl,8292,2,23,2021,2,1,1,67,78,2,1100000
F. N'Goma,8293,2,25,2021,2,0,1,67,70,3,950000
M. Lekven,8294,2,30,2020,2,0,1,67,67,3,700000
F. Telechea,8296,4,36,2023,1,0,1,67,67,3,270000
J. Hergault,8297,2,32,2019,3,0,1,67,67,3,425000
T. Loska,8298,2,22,2021,0,0,1,67,75,1,850000
L. Geminiani,8299,4,27,2019,3,0,1,67,68,2,700000
C. Del Grosso,8301,2,35,2019,3,1,1,67,67,2,160000
M. Garrido,8305,4,32,2019,2,0,1,67,67,3,600000
L. Comas,8307,4,23,2020,2,0,1,67,73,2,1000000
Benito,8308,2,22,2019,2,1,1,67,75,3,1100000
Fali,8310,2,24,2020,2,0,1,67,73,2,900000
Chus Herrero,8311,2,34,2019,3,0,1,67,67,2,230000
C. Lizarazo,8314,4,27,2019,2,1,1,67,67,3,800000
Lazo,8316,2,22,2019,2,1,1,67,75,3,1100000
H. Mojica,8319,4,25,2018,2,1,1,66,70,4,825000
C. Martins Pereira,8322,2,21,2019,2,0,1,66,78,3,1000000
M. Marras,8325,2,24,2021,1,1,1,66,68,3,800000
José Carlos,8328,2,22,2020,3,1,1,66,76,2,900000
M. Gelabert,8331,4,36,2019,2,0,1,66,66,3,200000
H. Watanabe,8332,1,30,2021,3,0,1,66,66,2,475000
K. Rodrigues Pires,8333,2,26,2020,2,1,1,66,67,3,750000
B. Manuel,8334,2,21,2019,1,1,1,66,74,4,950000
Álex López,8335,2,24,2019,1,1,1,66,71,3,875000
L. Cabezas,8336,4,32,2021,1,1,1,66,66,3,525000
A. Bussaglia,8337,2,21,2020,1,0,1,66,76,3,1000000
M. Crimi,8339,2,28,2020,2,0,1,66,66,2,650000
D. Bakker,8341,2,23,2021,2,1,1,66,70,2,700000
Lucas,8342,4,25,2020,3,0,1,66,70,2,700000
Neto Borges,8343,4,21,2021,3,1,1,66,75,3,850000
D. Frare,8344,2,22,2020,3,0,1,66,74,2,825000
B. Straalman,8346,2,21,2019,3,0,1,66,72,2,750000
K. Jóźwiak,8348,2,20,2019,2,0,1,66,84,3,1400000
U. Bangura,8349,0,30,2019,3,0,1,66,66,2,475000
P. Strand,8350,2,23,2018,1,0,1,66,72,3,875000
F. Ahmadzadeh,8351,1,25,2019,2,1,1,66,67,4,775000
Y. Rivera,8354,4,29,2023,2,0,1,66,66,3,625000
K. Opseth,8355,2,28,2019,1,1,1,66,66,2,675000
Evander,8357,4,20,2020,2,0,1,66,81,3,1400000
Íñigo López,8358,2,35,2023,3,0,1,66,66,2,150000
E. Correa,8359,4,25,2022,1,1,1,66,69,3,825000
Y. Toyoda,8361,1,33,2021,1,0,1,66,66,2,400000
P. Barrios,8364,4,28,2019,3,0,1,66,68,2,600000
F. Strauss,8366,2,23,2019,3,0,1,66,71,2,725000
F. Moyano,8368,4,20,2021,2,0,1,66,79,3,1200000
F. Nordkvelle,8372,2,32,2019,2,0,1,66,66,3,475000
João Gabriel,8375,4,29,2019,3,1,1,66,66,2,500000
Z. Flemming,8379,2,19,2021,2,0,1,66,78,3,1100000
F. Olinga,8381,0,22,2021,2,0,1,66,73,3,900000
Gaspar,8382,2,20,2021,2,1,1,66,74,3,950000
H. Okuno,8383,1,28,2021,2,0,1,66,66,3,650000
M. Mirić,8385,2,31,2019,2,0,1,66,66,3,575000
D. Dianessy,8388,2,22,2019,2,1,1,66,73,3,900000
R. McGree,8389,3,19,2019,2,1,1,66,77,3,1100000
D. Adorni,8397,2,25,2022,3,0,1,66,70,2,700000
A. Al Obaid,8403,1,25,2022,3,1,1,66,70,2,675000
B. Gimber,8404,2,21,2021,3,1,1,66,77,2,975000
B. Inman,8406,3,26,2019,2,0,1,66,66,3,700000
C. Lenz,8408,2,23,2019,3,1,1,66,72,3,750000
B. Rovira,8410,4,21,2018,2,0,1,66,79,2,1100000
G. Vlijter,8412,4,21,2019,1,1,1,66,72,3,900000
N. Dumitru,8414,2,26,2020,2,0,1,66,66,2,700000
K. Al Ghamdi,8415,1,30,2022,3,0,1,66,66,2,475000
M. Boyle,8416,3,25,2021,2,0,1,66,69,3,800000
D. Saddiki,8417,2,21,2021,2,0,1,66,73,2,775000
S. Diaz,8421,4,22,2018,2,1,1,66,74,2,825000
Manu Vallejo,8422,2,21,2022,2,0,1,66,80,3,1400000
F. Kurto,8424,2,27,2019,0,0,1,66,68,1,525000
Valverde,8427,2,33,2019,2,0,1,66,66,3,400000
J. Blåbjerg,8429,2,23,2020,3,1,1,66,72,2,750000
P. Kovář,8432,2,32,2019,0,0,1,66,66,1,375000
F. Holst,8433,2,23,2021,3,0,1,66,71,2,725000
F. Narsingh,8436,2,30,2019,2,0,1,66,66,3,600000
D. Gustavsson,8437,2,27,2019,2,0,1,66,66,3,675000
C. Dajome,8438,4,24,2023,1,0,1,66,71,3,850000
M. Trapp,8439,2,26,2020,3,1,1,66,67,2,625000
A. Mintzel,8440,2,36,2019,3,1,1,66,66,2,70000
M. Piossek,8441,2,28,2019,2,0,1,66,66,3,650000
C. Dieng,8445,0,24,2019,1,0,1,66,68,3,800000
L. Sinisterra,8446,4,19,2021,1,0,1,66,79,3,1200000
M. Cabit,8447,2,25,2019,3,1,1,66,71,2,700000
M. Delač,8450,2,25,2023,0,0,1,66,69,1,575000
D. Herner,8451,4,34,2018,3,0,1,66,66,2,200000
M. Hilßner,8452,2,23,2019,2,1,1,66,75,3,1000000
Beto da Silva,8453,4,21,2021,1,0,1,66,76,3,1000000
D. Jastrzembski,8454,2,18,2020,1,1,1,66,84,3,1300000
M. Lorenz,8456,2,29,2019,2,1,1,66,66,3,625000
K. Kallaste,8457,2,29,2019,3,1,1,66,66,2,475000
S. Ağçay,8459,1,36,2019,2,0,1,66,66,3,90000
P. Micin,8461,2,19,2021,1,0,1,66,83,3,1400000
J. Helmer,8462,2,20,2022,1,0,1,66,75,3,1000000
C. Doudin,8463,2,31,2019,2,0,1,66,66,3,575000
M. Mak,8464,2,26,2019,2,0,1,66,66,3,700000
S. Sharahili,8465,1,28,2020,2,0,1,66,66,3,525000
N. Datković,8466,2,25,2020,3,0,1,66,71,2,725000
J. Hardeveld,8470,2,23,2019,3,1,1,66,70,2,700000
J. Kliment,8471,2,24,2019,1,0,1,66,70,3,850000
A. Fuenmayor,8473,4,21,2021,3,0,1,66,75,2,875000
R. Åhman Persson,8474,2,31,2021,2,1,1,66,66,2,425000
M. Slavov,8475,2,27,2019,1,0,1,66,66,2,675000
D. Szymański,8477,2,23,2020,2,0,1,66,74,3,825000
F. El Mellali,8480,0,21,2023,1,0,1,66,74,3,950000
M. Szczepaniak,8482,2,27,2022,1,0,1,66,66,3,675000
T. Teniste,8484,2,30,2020,3,0,1,66,66,3,475000
B. Manu,8488,2,21,2020,2,0,1,66,75,5,1000000
A. Angoula,8492,2,37,2019,3,0,1,66,66,2,90000
S. Suciu,8494,2,28,2020,2,0,1,66,66,2,650000
M. Ricci,8495,2,24,2021,2,0,1,66,70,3,825000
K. Andersen,8497,2,32,2019,2,0,1,66,66,3,500000
Júnior Negão,8499,4,31,2021,1,1,1,66,66,3,575000
J. Omolo,8501,0,28,2019,2,0,1,66,66,2,525000
C. Chapman,8502,3,23,2022,2,0,1,66,71,2,725000
Rúben Oliveira,8503,2,23,2019,2,0,1,66,73,3,900000
Narcisso Mau,8508,4,30,2021,3,0,1,66,66,2,475000
L. Reis,8509,2,18,2021,2,0,1,66,79,3,1100000
L. Angulo,8511,4,22,2021,2,0,1,66,73,3,900000
E. Domaschke,8512,2,32,2019,0,0,1,66,66,1,375000
M. Nizam,8513,1,27,2019,3,1,1,66,66,3,525000
B. Halloran,8514,3,26,2020,1,0,1,66,67,3,750000
P. Möschl,8515,2,25,2019,1,0,1,66,68,3,775000
F. Bambock,8516,2,23,2019,2,0,1,66,70,2,700000
S. Vasiliadis,8517,2,20,2020,2,0,1,66,77,2,1100000
T. van de Looi,8518,2,18,2021,2,0,1,66,78,3,1100000
E. Sarraj,8521,1,28,2019,1,0,1,66,66,3,675000
E. Farias,8524,4,29,2018,2,1,1,66,66,2,500000
Mica Pinto,8525,2,25,2020,3,1,1,66,68,3,650000
J. Tanaka,8526,1,30,2023,2,1,1,66,66,3,600000
Nazario Serpe,8528,4,26,2021,2,0,1,66,66,2,550000
I. Arce,8529,4,26,2019,0,0,1,66,69,1,550000
Botelhinonsa,8531,4,30,2021,3,0,1,66,66,2,475000
J. Sandoval,8534,4,31,2021,3,0,1,66,66,2,425000
B. Knežević,8535,2,21,2022,2,0,1,66,71,3,750000
Y. Anchico,8536,4,34,2018,2,0,1,66,66,3,325000
F. Del Sole,8537,2,20,2019,1,1,1,66,76,3,1000000
Dálcio,8538,2,22,2019,2,1,1,66,73,3,900000
F. Cosenza,8539,2,32,2019,3,0,1,66,66,2,375000
V. Andriuškevičius,8541,2,27,2022,3,1,1,66,66,3,525000
M. Angha,8543,2,24,2020,3,0,1,66,74,2,825000
M. Bär,8545,2,26,2020,1,0,1,66,67,3,750000
K. Igboananike,8548,0,29,2018,1,0,1,66,66,3,650000
S. Horvath,8549,2,21,2021,2,0,1,66,71,3,875000
J. Levi,8550,2,22,2021,1,1,1,66,74,3,950000
M. Hallberg,8552,2,22,2020,2,0,1,66,73,2,900000
Carlos Blanco,8553,2,22,2019,3,0,1,66,74,2,825000
R. Guerra,8554,4,21,2019,2,0,1,66,76,2,1000000
N. Jackers,8558,2,20,2021,0,0,1,66,75,1,750000
M. Schröter,8559,2,22,2019,2,0,1,66,72,3,750000
J. Dodoo,8561,0,23,2019,1,0,1,66,75,3,1000000
Edenildo Lagoas,8563,4,30,2021,3,0,1,66,66,2,475000
S. Freis,8564,2,33,2019,2,0,1,66,66,2,400000
E. Diaw,8565,0,23,2019,3,1,1,66,71,2,725000
E. Owusu,8566,2,20,2019,2,0,1,66,80,2,1300000
L. Vácha,8567,2,29,2021,2,0,1,66,66,3,500000
L. Hutten,8568,2,28,2019,2,0,1,66,66,3,650000
R. Matsuda,8571,1,26,2021,3,0,1,66,66,2,550000
D. Frick,8572,2,28,2020,2,0,1,66,66,2,525000
Chuca,8573,2,21,2019,2,0,1,66,75,3,975000
A. Lamas,8574,4,34,2019,3,1,1,66,66,2,200000
G. Berthier,8576,2,22,2019,2,1,1,66,75,3,1000000
F. Depaoli,8577,2,21,2019,2,0,1,66,79,3,1200000
N. Dorsch,8578,2,20,2021,2,0,1,66,79,3,1100000
M. Massop,8579,2,24,2021,3,1,1,66,70,2,700000
A. Angulo,8581,4,21,2023,3,1,1,66,76,2,900000
R. Niemeijer,8582,2,23,2019,2,0,1,66,71,3,850000
P. Dziczek,8585,2,20,2020,2,0,1,66,74,2,825000
L. Badiashile,8586,2,20,2021,0,0,1,66,74,1,725000
O. Cissokho,8588,0,31,2019,2,1,1,66,66,3,575000
Ricardinho,8589,4,28,2020,1,0,1,66,66,3,675000
P. Tomasik,8590,2,30,2021,3,1,1,66,66,2,475000
T. Wada,8592,1,27,2018,3,1,1,66,66,2,525000
A. Beghetto,8593,2,23,2022,2,1,1,66,72,3,875000
D. Cappelletti,8595,2,26,2019,3,0,1,66,67,2,625000
D. Murillo,8596,4,24,2023,3,0,1,66,71,3,725000
D. Blanco,8597,4,23,2019,2,0,1,66,75,3,975000
J. Bøge,8599,2,28,2021,3,0,1,66,66,2,500000
B. Valette,8600,2,25,2020,0,0,1,66,67,1,525000
F. Proia,8602,2,22,2022,2,0,1,66,74,3,925000
D. Balanta,8605,4,24,2019,3,0,1,66,72,2,750000
L. Montipó,8606,2,22,2021,0,0,1,66,78,1,900000
J. Tverskov,8607,2,25,2020,3,0,1,66,71,2,725000
S. Brandstetter,8610,2,28,2019,1,0,1,66,66,3,675000
Y. González,8614,4,23,2023,2,0,1,66,71,3,850000
D. van Bruggen,8615,2,22,2020,3,0,1,66,73,2,775000
G. Pacheco,8616,4,29,2019,3,0,1,66,66,2,475000
Miguelón,8618,2,22,2019,3,0,1,66,75,2,850000
E. Boldewijn,8619,2,25,2021,2,0,1,66,67,3,775000
Stéfano Pinho,8620,4,27,2022,1,0,1,66,67,3,750000
P. Bochniewicz,8621,2,22,2019,3,1,1,66,73,2,775000
A. Al Faraj,8625,1,29,2020,3,0,1,66,66,3,500000
S. Al Muwallad,8626,1,27,2021,3,0,1,66,67,2,600000
N. Douchez,8628,2,38,2019,0,0,2,66,66,1,40000
U. Jenssen,8629,2,21,2021,3,1,1,66,76,2,925000
F. Gino,8630,4,25,2021,2,0,1,66,71,2,850000
Alberto Soro,8631,2,19,2022,2,1,1,66,80,3,1400000
C. Carrillo,8632,4,25,2020,2,0,1,66,70,2,700000
D. Palacios,8633,4,18,2020,3,1,1,66,75,3,775000
A. Baclet,8634,2,32,2019,1,1,1,66,66,2,525000
L. Escorcia,8639,4,21,2023,3,0,1,66,76,2,925000
R. Rebolledo,8640,4,21,2020,3,0,1,66,70,3,700000
Toni Martínez,8641,2,21,2019,1,0,1,66,80,3,1400000
D. Bičík,8647,2,37,2022,0,0,1,66,66,1,40000
R. Nyambe,8649,0,20,2020,3,0,1,66,78,2,1000000
D. Widgren,8651,2,24,2018,3,1,1,66,70,2,700000
A. Cocco,8652,2,32,2019,1,0,1,66,66,2,525000
O. Kefkir,8653,2,26,2019,2,1,1,66,66,3,700000
J. Tutuarima,8654,2,25,2019,3,1,1,66,69,3,675000
G. Lloris,8657,2,22,2019,3,1,1,66,72,2,750000
M. Konczkowski,8658,2,24,2020,3,0,1,66,69,2,675000
C. Depres,8659,2,23,2020,1,0,1,66,70,3,850000
B. Cufré,8660,4,21,2021,3,1,1,66,77,3,975000
J. Asoro,8661,2,19,2022,1,0,1,66,81,3,1400000
A. Jacobsen,8663,2,28,2020,1,0,1,66,66,3,675000
S. Miangue,8664,2,21,2020,3,1,1,66,75,2,850000
A. Bernal,8665,4,30,2018,2,0,1,66,66,2,475000
E. Capradossi,8666,2,22,2019,3,0,1,66,75,2,850000
F. Perucchini,8667,2,26,2020,0,1,1,66,70,1,575000
T. Agyepong,8668,0,22,2023,2,0,1,66,73,4,900000
G. Kharaishvili,8669,2,21,2022,1,0,1,66,74,3,950000
Cristo González,8673,2,20,2019,1,0,1,66,78,3,1200000
Diogo Costa,8674,2,18,2022,0,0,1,66,82,1,1100000
C. Dorda,8678,2,29,2019,3,1,1,66,66,2,475000
N. Næss,8679,2,25,2019,3,0,1,66,69,2,675000
K. Endo,8680,1,20,2021,1,0,1,66,74,3,950000
G. Milan,8684,4,30,2019,3,0,1,66,66,2,475000
K. Chiba,8685,1,33,2018,3,0,1,66,66,2,260000
M. Boadu,8686,2,17,2021,1,0,1,66,85,3,1300000
Fran Rodríguez,8688,2,23,2019,3,0,1,66,72,2,750000
F. Banguero,8692,4,29,2020,3,1,1,66,66,2,475000
H. Iikura,8693,1,32,2021,0,0,1,66,66,1,375000
K. Gehring,8694,2,30,2019,3,0,1,66,66,2,475000
J. Pierazzi,8696,2,33,2019,2,0,1,66,66,2,260000
C. Capone,8700,2,19,2019,1,0,1,66,82,3,1400000
R. Lange,8701,2,29,2020,2,1,1,66,66,3,475000
K. Wagner,8704,2,21,2019,3,1,1,66,71,2,725000
Jajá,8708,4,23,2018,2,1,1,66,70,3,825000
A. Vanins,8709,2,38,2019,0,0,1,66,66,1,40000
A. Faltsetas,8711,2,30,2020,2,0,1,66,66,2,600000
A. Plizzari,8713,2,18,2019,0,0,1,66,84,1,1100000
A. Caci,8720,2,21,2020,2,0,1,66,76,3,925000
N. Haas,8722,2,22,2019,2,0,1,66,77,3,1100000
T. Valls,8723,2,22,2020,2,1,1,66,71,3,850000
L. Martinelli,8725,2,29,2019,3,0,1,66,66,2,500000
Freire,8726,4,28,2022,3,0,1,66,66,2,525000
T. Černý,8727,2,33,2019,0,1,1,66,66,1,325000
N. Spalek,8728,2,21,2020,1,0,1,66,75,3,1000000
N. Madonna,8729,2,31,2021,3,0,1,66,66,2,425000
M. Kobras,8730,2,32,2019,0,0,1,66,66,1,375000
M. Busellato,8732,2,25,2021,2,0,1,66,68,3,775000
M. Stein,8733,2,32,2019,3,0,1,66,66,2,375000
N. Bertrams,8734,2,25,2022,0,0,1,66,72,1,625000
A. Doukha,8735,0,31,2020,0,0,1,66,66,1,400000
A. Sørensen,8737,2,22,2019,3,0,1,66,75,2,850000
V. Kravets,8741,2,20,2020,3,1,1,66,76,2,900000
Basilio,8743,2,34,2019,0,0,1,66,66,1,260000
L. Ravanelli,8747,2,21,2019,3,0,1,66,75,2,875000
A. Arregui,8752,4,25,2023,2,0,1,66,69,2,675000
H. El Sayed,8753,0,26,2020,3,1,1,66,67,2,625000
Álex Barrera,8755,2,27,2019,2,0,1,66,67,3,725000
C. Feraud,8758,4,27,2021,2,0,1,66,66,2,550000
R. Eckardt,8759,2,28,2020,2,0,1,66,66,2,650000
K. Heerings,8760,2,28,2019,3,1,1,66,66,2,525000
P. Funk,8764,2,28,2021,2,0,1,66,66,2,525000
M. Fallatah,8765,1,30,2022,1,0,1,66,66,3,625000
Euller,8766,4,23,2021,3,1,1,66,74,3,800000
H. Sönmez,8769,1,27,2019,1,0,1,66,66,3,675000
M. Spano Rahou,8771,2,23,2019,3,0,1,66,71,2,725000
B. Innocent,8775,0,22,2021,2,0,1,66,77,3,975000
B. Van Durmen,8777,2,21,2022,2,1,1,66,74,2,825000
Jano,8778,2,31,2019,2,0,1,66,66,2,425000
E. Larsson,8779,2,26,2021,3,0,1,66,67,2,625000
V. Janjičić,8782,2,19,2020,2,0,1,66,76,2,875000
Danilo Sacrio,8787,4,26,2021,1,0,1,66,66,3,700000
T. Szántó,8788,2,22,2021,2,0,1,66,76,3,1000000
N. Ravaglia,8789,2,29,2023,0,0,1,66,67,1,500000
H. Alpsoy,8790,1,21,2021,2,0,1,66,77,2,975000
M. Migliorini,8791,2,26,2020,3,0,1,66,68,2,650000
A. Marciniak,8794,2,29,2019,3,1,1,66,66,2,475000
S. Kotysch,8795,2,29,2019,3,0,1,66,66,2,500000
N. Peñailillo,8796,4,26,2019,3,1,1,66,67,3,625000
B. Emir,8798,1,30,2019,3,1,1,66,66,2,475000
Magno Novaes,8801,4,35,2021,0,0,1,66,66,1,150000
B. Enobakhare,8804,0,20,2019,1,0,1,66,80,4,1400000
E. Ba,8806,2,25,2019,2,0,1,66,69,3,675000
C. Ayala,8807,4,32,2023,2,0,1,66,66,3,375000
Manuel Sánchez,8808,2,30,2019,2,1,1,66,66,2,475000
A. Marchesano,8812,2,27,2020,2,0,1,66,67,3,725000
E. Ndoj,8813,2,21,2022,2,0,1,66,75,3,975000
R. Festersen,8815,2,31,2019,1,0,1,66,66,3,575000
M. Ljujić,8817,2,24,2021,2,1,1,66,71,3,850000
R. Vodišek,8818,2,19,2022,0,0,1,66,79,1,975000
M. Marić,8819,2,34,2020,3,0,1,66,66,2,200000
M. Awad,8821,0,25,2021,0,0,1,66,69,1,575000
J. Düker,8823,2,22,2020,1,1,1,66,71,3,875000
P. Estupiñán,8825,4,20,2019,3,1,1,66,76,2,900000
Andoni López,8827,2,22,2019,3,1,1,66,77,2,950000
S. Nutz,8830,2,26,2019,2,1,1,66,68,3,775000
Cris,8833,2,34,2019,2,0,1,66,66,2,200000
H. Patronen,8836,2,34,2018,3,0,1,66,66,2,200000
V. Skjerve,8839,2,30,2018,3,0,1,66,66,2,475000
M. Jansen,8841,2,25,2019,2,0,1,66,70,2,700000
D. Zeefuik,8843,2,20,2021,3,0,1,66,74,2,825000
Z. Alomerović,8845,2,27,2021,0,0,1,66,69,1,550000
N. Molina,8848,4,20,2018,3,0,1,66,76,2,900000
M. Maâzou,8849,0,29,2020,2,0,1,66,66,2,625000
M. Lieder,8850,2,28,2020,1,0,1,66,66,3,675000
M. Finotto,8852,2,25,2019,1,1,1,66,71,2,875000
P. Becker,8853,4,25,2018,2,0,1,66,69,3,800000
D. Rangelov,8854,2,35,2019,1,0,1,66,66,3,300000
H. Zuck,8858,2,27,2021,2,1,1,66,66,3,675000
H. Al Hazaa,8864,1,26,2023,1,0,1,66,67,2,775000
M. Ríos,8869,4,34,2019,2,0,1,66,66,2,325000
M. Tévez,8870,4,21,2019,1,0,1,66,77,3,1100000
R. Descamps,8874,2,22,2019,0,1,1,66,74,1,700000
J. Álvarez,8875,4,22,2021,2,0,1,66,74,3,950000
A. Ludwig,8876,2,25,2022,3,1,1,66,73,2,775000
C. Machado,8879,4,28,2021,2,0,1,66,67,2,575000
L. Kruse,8880,2,34,2020,0,0,1,66,66,1,260000
D. Drocco,8882,4,29,2019,2,0,1,66,66,2,625000
A. Sušac,8883,2,29,2019,3,0,1,66,66,2,500000
R. Caballero,8889,4,27,2021,1,1,1,66,66,2,675000
Ever Rodeiro,8890,4,34,2021,2,0,1,66,66,3,325000
O. Bouy,8895,2,25,2019,3,1,1,66,72,3,750000
J. Dongou Tsafack,8896,0,23,2020,1,0,1,66,73,2,925000
P. Mainka,8897,2,23,2020,3,0,1,66,71,2,725000
T. Mavromatis,8899,2,21,2020,3,1,1,66,74,2,825000
Raphael Doninho,8901,4,30,2021,2,0,1,66,66,3,600000
R. Magyar,8903,2,27,2019,3,0,1,66,67,2,600000
F. Brillant,8904,2,33,2018,3,0,1,66,66,2,260000
K. Tamada,8905,1,38,2018,1,1,1,66,66,3,220000
K. Koizumi,8910,1,23,2021,3,0,1,66,72,2,750000
Juan Cruz,8912,2,25,2019,3,1,1,66,67,2,625000
P. Gladon,8914,2,26,2019,1,0,1,66,67,2,775000
D. de Vries,8918,2,37,2019,0,0,1,66,66,1,40000
Z. Al Sahafi,8923,1,24,2021,3,0,1,66,70,2,700000
J. Schouten,8924,2,21,2021,2,0,1,66,73,4,900000
M. Rubin,8926,2,30,2019,3,1,1,66,66,2,475000
L. Guldan,8927,2,35,2019,3,0,1,66,66,2,150000
C. Telo,8928,2,28,2019,3,0,1,66,66,3,500000
T. Paredes,8931,4,25,2021,3,0,1,66,71,2,725000
Kauã Reisende,8932,4,26,2021,2,0,1,66,66,3,700000
D. Holm,8935,2,32,2018,2,1,1,66,66,3,475000
Y. Akimoto,8936,1,30,2019,0,0,1,66,66,1,425000
Y. Maruyama,8939,1,29,2021,3,1,1,66,66,2,500000
G. Merebashvili,8941,2,31,2019,2,0,1,66,66,3,575000
T. Mauricio,8943,2,24,2020,2,1,1,66,72,3,875000
K. Dougall,8944,3,25,2020,2,0,1,66,68,3,650000
J. Duma,8947,4,24,2018,1,0,1,66,68,3,800000
C. Schwegler,8952,2,34,2019,3,0,1,66,66,2,180000
J. Vet,8954,2,24,2020,2,0,1,66,69,2,675000
H. Kawano,8955,1,28,2020,2,1,1,66,66,3,650000
F. Stokkers,8956,2,22,2019,1,0,1,66,71,2,875000
A. Maisonnial,8959,2,20,2022,0,0,1,66,79,1,1000000
M. Lugo,8960,4,28,2019,2,1,1,66,66,3,650000
D. Niwa,8961,1,32,2021,3,0,1,66,66,2,375000
R. Lundqvist,8963,2,21,2019,2,0,1,66,75,3,1000000
S. Muniru,8964,0,25,2020,2,0,1,66,71,2,725000
J. Tamm,8968,2,26,2019,3,1,1,66,69,2,675000
M. Heylen,8969,2,24,2020,3,0,1,66,70,2,700000
G. Gallon,8970,2,25,2019,0,0,1,66,70,1,600000
Trujillo,8974,2,30,2019,3,0,1,66,66,2,475000
Diogo Santos,8977,2,33,2019,2,0,1,66,66,2,260000
T. Borevković,8978,2,21,2023,3,0,1,66,75,2,875000
Benja,8980,2,30,2019,1,0,1,66,66,2,625000
A. Matějů,8984,2,22,2019,3,0,1,66,73,3,750000
Filipe Brigues,8985,2,27,2020,3,0,1,66,66,2,525000
R. Bushiri,8988,2,18,2019,3,0,1,66,82,2,1200000
A. Sané,8992,0,25,2020,1,0,1,66,69,2,825000
A. Monfray,8994,2,27,2019,3,0,1,66,66,2,525000
B. Castillo,8995,4,40,2021,0,0,1,66,66,1,40000
S. Diop,8996,2,18,2021,2,0,1,66,87,3,1500000
D. Čotra,8999,2,33,2019,3,1,1,66,66,2,250000
D. Raum,9004,2,20,2019,2,1,1,66,77,3,1100000
V. Retamal,9005,4,20,2020,3,0,1,66,74,3,825000
M. Bruscagin,9007,2,28,2019,3,0,1,66,66,2,525000
L. Paz,9010,4,29,2023,2,0,1,66,66,2,500000
L. Dos Santos,9011,2,25,2020,3,0,1,66,69,3,675000
F. Bonazzoli,9014,2,21,2019,1,1,1,66,74,3,975000
G. Notsuda,9017,1,24,2019,1,1,1,66,70,3,850000
N. Hansen,9018,2,23,2019,2,0,1,66,71,3,850000
D. Starkl,9021,2,24,2021,2,0,1,66,69,2,825000
D. Erdmann,9022,2,27,2019,3,0,1,66,66,2,550000
S. Ernst,9032,2,23,2020,2,1,1,66,73,3,900000
K. Yonekura,9034,1,30,2021,3,0,1,66,66,2,475000
Rúben Vinagre,9035,2,19,2023,3,1,1,66,82,4,1200000
M. Drudi,9036,2,31,2020,3,0,1,66,66,2,425000
K. Ilsø,9037,2,31,2019,2,0,1,66,66,3,575000
P. Frick,9040,2,26,2018,1,0,1,66,67,2,775000
I. Ssewankambo,9041,2,22,2018,3,0,1,66,73,2,750000
Luis Marleiro,9043,4,26,2021,1,1,1,66,66,2,700000
M. Pulkrab,9044,2,21,2020,1,0,1,66,74,2,975000
N. Saint-Ruf,9050,2,25,2019,3,0,1,66,70,2,700000
A. Lienhart,9051,2,32,2019,3,0,1,66,66,3,350000
M. Sema,9052,2,29,2018,1,0,1,66,66,3,625000
M. Rivero,9059,4,28,2019,2,0,1,66,66,3,525000
S. Yamamoto,9060,1,33,2021,3,0,1,66,66,3,250000
J. Biada,9061,2,25,2021,1,0,1,66,68,3,800000
A. Vukotić,9064,2,22,2023,3,1,1,66,72,2,750000
N. Mohammed,9066,0,24,2020,1,0,1,66,72,3,875000
M. Al Shalhoub,9074,1,37,2019,2,1,1,66,66,3,220000
Isidoro,9078,2,31,2019,3,0,1,66,66,2,425000
C. Itten,9085,2,21,2021,1,0,1,66,79,2,1300000
R. Guitane,9086,2,19,2022,2,1,1,66,84,3,1400000
J. Ojala,9087,2,29,2019,3,0,1,66,67,2,575000
J. Abarca,9088,4,29,2018,3,0,1,66,66,2,500000
T. Hasegawa,9090,1,24,2021,2,0,1,66,71,3,850000
A. Diawusie,9091,2,20,2021,2,0,1,66,77,3,1100000
